KT	Inst	Adr	Ort	Typ	RWStatus	Akt	SL	WB	AnzStand	SA	PtageStatT	AustStatT	NeugStatT	Ops	Gebs	CMIb	CMIn	pPatWAU	pPatWAK	pPatLKP	pPatHOK	PersA	PersP	PersMT	PersT	PersAFall	PersPFall	PersMTFall	PersTFall	AnzBelA	AnzBelP	AwBesold	AwInvest	AwSonst	AwT	EtMedL	EtSonst	EtSubv	FiErg	PtageStatA	AustStatA	BettenStatA	DADStatA	pBettenBelStatA	KostAmbA	KostOKPAmbA	KostStatA	KostKVGStatA	AnlKVGStatA	KostZvOKPStatA	AnlZvOKPStatA	KostLangA	AuftragLFA	ErlAmbA	ErlOKPAmbA	ErlStatA	ErlKVGStatA	ErlKVGStatVA	ErlZvOKPStatA	ErlZvOKPStatVA	ErlLangA	PtageStatP	AustStatP	BettenStatP	DADStatP	pBettenBelStatP	KostAmbP	KostOKPAmbP	KostStatP	KostKVGStatP	AnlKVGStatP	KostZvOKPStatP	AnlZvOKPStatP	KostLangP	AuftragLFP	ErlAmbP	ErlOKPAmbP	ErlStatP	ErlKVGStatP	ErlKVGStatVP	ErlZvOKPStatP	ErlZvOKPStatVP	ErlLangP	PtageStatR	AustStatR	BettenStatR	DADStatR	pBettenBelStatR	KostAmbR	KostOKPAmbR	KostStatR	KostKVGStatR	AnlKVGStatR	KostZvOKPStatR	AnlZvOKPStatR	KostLangR	AuftragLFR	ErlAmbR	ErlOKPAmbR	ErlStatR	ErlKVGStatR	ErlKVGStatVR	ErlZvOKPStatR	ErlZvOKPStatVR	ErlLangR	PtageStatB	AustStatB	BettenStatB	DADStatB	pBettenBelStatB	KostAmbB	KostOKPAmbB	KostStatB	KostKVGStatB	AnlKVGStatB	KostZvOKPStatB	AnlZvOKPStatB	KostLangB	AuftragLFB	ErlAmbB	ErlOKPAmbB	ErlStatB	ErlKVGStatB	ErlKVGStatVB	ErlZvOKPStatB	ErlZvOKPStatVB	ErlLangB
BL	Vista Klinik	Hauptstrasse 55	4102 Binningen	K235	priv	A		MSt, Arzt, BGs	1		116	116	0	4	NA	NA	NA	43.1818	54	90.9091	61.3636	13	16	NA	76.7	11.20689655	13.79310345	NA	66.12068966	6	NA	7660000	1598000	7683000	16941000	20105000	26000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Universitätsspital Basel	Hebelstrasse 32	4031 Basel	K111	oeff	A, R	NF, IPS	MSt, Arzt, BGs	1	MRI, CT, PET, CC, LB	199608	28060	2145	24	NA	1.155	1.207	7.5485	38.8258	24.8114	89.092	1059.13	1048.57	NA	4209.46	3.774518888	3.736885246	NA	15.00163934	0	NA	480622000	65459000	224884000	770965000	482598000	26811000	261556000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	St. Claraspital	Kleinriehenstrasse 30	4058 Basel	K121	oeff	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT, PET, CC, LB	63823	8361	0	6	NA	0.941	1.049	9.1854	35.1144	49.5986	98.4652	85.6	247.94	NA	586.19	1.023800981	2.965434757	NA	7.011003468	0	NA	78282000	20881000	42930000	142093000	121976000	7605000	14611000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Bethesda Spital AG	Gellertstrasse 144	4052 Basel	K122	oeff	A, R		Arzt, BGs	1	MRI, CT	30012	4267	1077	4	NA	0.691	0.712	3.1827	66.7614	43.5756	82.1611	35.93	132.37	NA	408.85	0.84204359	3.102179517	NA	9.581673307	129	NA	39948000	8489000	17825000	66262000	58405000	4686000	2612000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Universitäre Psychiatrische Kliniken Basel	Wilhelm­Klein­Strasse 27	4056 Basel	K211	oeff	P	NF	MSt, Arzt, BGs	10		97503	2707	0	0	NA	NA	NA	26.125	12.6205	7.64	92.6513	122.94	298.68	NA	682.47	4.541558921	11.03361655	NA	25.21130403	0	NA	76565000	12106000	18986000	107657000	56475000	4032000	47150000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Psychiatrische Klinik Sonnenhalde	Gänshaldenweg 22	4125 Riehen	K212	oeff	P		MSt, Arzt, BGs	1		23068	393	0	0	NA	NA	NA	4.2986	57.2104	15.6109	100	23.5	41.73	NA	107.54	5.979643766	10.61832061	NA	27.36386768	0	NA	10407000	929000	3965000	15301000	12791000	170000	2478000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Rehab Basel	Im Burgfelderhof 40	4055 Basel	K221	priv	R		Arzt, BGs	1		25393	446	0	0	NA	NA	NA	15.6371	72.3112	14.6718	66.0232	22.04	150.88	NA	286.01	4.941704036	33.82959641	NA	64.12780269	0	NA	26546000	4080000	10361000	40987000	40756000	211000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Reha Chrischona	Hohe Strasse 30	4126 Bettingen	K221	oeff	R			1		26302	1142	0	0	NA	NA	NA	1.0726	46.6222	28.9604	97.2772	6.4	42.04	NA	84.2	0.560420315	3.681260946	NA	7.373029772	0	NA	9859000	894000	4447000	15200000	10645000	561000	3425000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Merian Iselin	Föhrenstrasse 2	4054 Basel	K231	oeff	A		Arzt, BGs	1	MRI, CT	32355	5675	0	6	NA	0.961	0.958	7.3385	55.2861	49.9649	84.6208	17.8	147.64	NA	395.71	0.313656388	2.601585903	NA	6.972863436	122	NA	36375000	9670000	28955000	7.50E+07	67982000	2082000	5619000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Geburtsstätte Basel	Schweizergasse 8	4054 Basel	K232	priv	B			1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Felix Platter­Spital	Burgfelderstrasse 101	4055 Basel	K234	oeff	A, R		MSt, Arzt, BGs	1	CT	96669	2844	0	0	NA	NA	NA	0.8555	7.1705	19.823	97.4336	42.04	311.23	NA	618.26	1.478199719	10.94338959	NA	21.73909986	0	NA	65457000	10437000	16733000	92627000	46406000	4394000	41827000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Adullam­Stiftung Basel Adullam­Geriatriespital	Mittlere Strasse 15	4056 Basel	K234	oeff	R		MSt, Arzt, BGs	2		29757	696	0	0	NA	NA	NA	0	2.0434	31.0345	100	12.4	86.17	NA	156.18	1.781609195	12.38074713	NA	22.43965517	0	NA	10909000	1809000	3336000	16054000	11223000	205000	4941000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Hildegard­Hospiz	St. Alban­Ring 151	4052 Basel	K235	priv	A		Arzt, BGs	1		5867	233	0	0	NA	NA	NA	5.2434	17.3913	27.3408	95.5056	4.05	24.2	NA	47.1	1.738197425	10.38626609	NA	20.21459227	0	NA	4733000	685000	1017000	6435000	3070000	374000	2985000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BS	Schmerzklinik Basel	Hirschgässlein 11	4051 Basel	K235	priv	A		MSt, Arzt, BGs	1	CT	4006	210	0	2	NA	NA	NA	3.4146	84.3434	41.4634	93.6585	17.3	6.6	NA	88.15	8.238095238	3.142857143	NA	41.97619048	0	NA	10130000	1892000	4034000	16056000	16170000	51000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	HFR - Hôpital fribourgeois	Case postale	1708 Fribourg	K112	oeff	A, R	NF, IPS	MSt, Arzt, BGs	7	MRI, CT, PET, CC, LB	171976	20996	1268	18	NA	NA	NA	0.6976	3.7297	13.5206	65.0328	315.43	746.05	NA	2150.35	1.502333778	3.553295866	NA	10.24171271	34	NA	244594000	42366000	101272000	388232000	193501000	16127000	178604000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	Hôpital Jules Daler  	Route de Bertigny 34	1700 Fribourg	K123	priv	A		BGs	1	CT, Lito	16549	4629	932	4	NA	0.645	0.637	0.0364	5.0937	17.9851	96.2175	0.8	69.38	NA	184.88	0.01728235	1.498811838	NA	3.993951177	80	NA	15022000	4627000	9655000	29304000	28557000	1378000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	Hôpital Intercantonal de la Broye (HIB) Estavayer­le­Lac	Rue de la Rochette	1470 Estavayer­le­Lac	K123	oeff	A, R	NF, IPS	MSt, BGs	2	MRI, CT	17016	2167	204	4	NA	NA	NA	0	6.7304	7.7275	95.4715	36.74	96.02	NA	254.76	1.695431472	4.431010614	NA	11.75634518	26	NA	18876000	1380000	8289000	28545000	15768000	1166000	11979000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	Clinique Générale - Ste­Anne SA	Rue Hans­Geiler 6	1700 Fribourg	K123	priv	A			1		12142	3411	0	4	NA	0.803	0.794	0.0879	3.7548	20.5744	80.5979	1.4	52.65	NA	113.17	0.041043682	1.54353562	NA	3.317795368	99	NA	12890000	4320000	10556000	27766000	26761000	743000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers		1633 Marsens	K211	oeff	P	NF	MSt, Arzt, BGs	1		64686	1870	0	0	NA	NA	NA	0.2933	2.0588	0	99.6579	54.35	166.98	NA	389.48	2.906417112	8.929411765	NA	20.82780749	0	NA	41858000	4046000	7250000	53154000	22647000	1839000	28668000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR	Maison de Naissance le Petit Prince	Chemin de Nazareth 5	1762 Givisiez	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Les Hôpitaux Universitaires de Genève HUG	Rue Gabrielle­Perret­Gentil 4	1205 Genève	K111	oeff	A, P, R	NF, IPS	MSt, Arzt, BGs	3	MRI, CT, PET, CC, LB, Lito	664451	54938	3259	35	NA	NA	NA	7.1133	5.35	8.2234	88.0471	1728.11	3759.27	NA	9420.26	3.14556409	6.842750009	NA	17.14707488	0	NA	1192184000	126993000	284856000	1604033000	672951000	41498000	889943000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Hôpital de la Tour	Avenue Jacob­Daniel Maillard 3	1217 Meyrin	K121	priv	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT, CC	30154	5634	540	7	NA	0.847	0.902	22.9083	15.2936	98.6722	90.4495	100.07	334.27	NA	689.46	1.776180334	5.933084842	NA	12.23748669	500	NA	80753000	38937000	38872000	158562000	0	3777000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique Générale­Beaulieu	Chemin de Beau­Soleil 20	1206 Genève	K122	priv	A			1	MRI, CT, PET, CC, Lito	25807	6524	743	7	NA	0.764	0.78	9.2768	8.7279	88.9941	88.6647	2.6	213.45	NA	391.58	0.039852851	3.271765788	NA	6.002145923	500	NA	42040000	13146000	27669000	82855000	0	642000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique des Grangettes	Chemin des Grangettes 7	1224 Chêne­Bougeries	K122	priv	A			1	MRI, CT, CC, LB, Lito	13797	3780	883	6	NA	0.627	0.615	8.2152	8.2701	100	94.2349	6	153.62	NA	313.47	0.158730159	4.064021164	NA	8.292857143	99	NA	36500000	5856000	18964000	61320000	67431000	892000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique de Joli­Mont	Avenue Jean­Trembley 45	1209 Genève	K123	oeff	R		Arzt, BGs	1		30230	1746	0	0	NA	NA	NA	1.9739	0.6041	0	78.484	4.5	64.95	NA	142.14	0.257731959	3.719931271	NA	8.140893471	0	NA	15976000	223000	3064000	19263000	7904000	1008000	10200000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique Belmont	Route de Chêne 26	1207 Genève	K212	priv	P		BGs	1		6775	251	0	0	NA	NA	NA	3.5433	17.1429	0	100	1.2	11.6	NA	24	0.478087649	4.621513944	NA	9.561752988	6	NA	2090000	8000	626000	2724000	2700000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique Genevoise de Montana Direction de l'analyse médico­économique	Rue Gabrielle­Perret­Gentil 4	1205 Genève	K221	oeff	R		MSt, Arzt, BGs	1		22323	1257	0	0	NA	NA	NA	1.3067	4.595	2.9977	96.5411	7.6	33.5	NA	87.5	0.604614161	2.665075577	NA	6.961018298	0	NA	10360000	165000	2146000	12671000	5812000	646000	6899000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique la Colline	Avenue de Beau­Séjour 6	1206 Genève	K231	priv	A		BGs	1		11669	2411	0	4	NA	0.836	0.847	8.1954	6.4022	99.8344	67.3013	0	49.95	NA	148.17	0	2.071754459	NA	6.145582746	323	NA	13745000	6838000	13828000	34411000	35660000	-1409000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GE	Clinique de Carouge	Avenue Cardinal­Mermillod 1	1227 Carouge GE	K231	priv	A	NF	MSt, BGs	1	MRI, CT, PET	2046	452	0	1	NA	0.637	0.674	13.1291	3.2746	87.965	72.6477	10.5	53.47	NA	88.96	2.32300885	11.82964602	NA	19.68141593	20	NA	8840000	1980000	5779000	16599000	0	1023000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
